Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"358574|GQ452746.1 Uncultured microorganism clone ERB_2_E8 NifH (nifH) gene, partial cds",516,1,386,71.24,74.35,95.82,134.49,8.47,512.56,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GQ452748.1 Uncultured microorganism clone ERB_2_F11 NifH (nifH) gene, partial cds",834,1,389,77.38,79.95,96.78,125.08,10.04,830.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|GQ452752.1 Uncultured microorganism clone ERB_2_F5 NifH (nifH) gene, partial cds",404,1,386,59.33,63.47,93.47,157.55,7.32,400.56,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GQ452755.1 Uncultured microorganism clone ERB_2_F9 NifH (nifH) gene, partial cds",428,1,386,61.4,63.73,96.34,156.91,6.61,424.56,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|GQ452759.1 Uncultured microorganism clone ERB_2_G2 NifH (nifH) gene, partial cds",672,1,386,91.45,95.85,95.41,104.32,13.83,668.55,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GQ452762.1 Uncultured microorganism clone ERB_2_G5 NifH-like (nifH) gene, partial sequence",252,1,388,47.94,50.0,95.88,200.0,4.17,248.55,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GQ452771.1 Uncultured microorganism clone ERB_2_H5 NifH (nifH) gene, partial cds",4232,1,422,95.26,100.0,95.26,100.0,74.38,4228.22,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GQ452773.1 Uncultured microorganism clone ERB_2_H7 NifH (nifH) gene, partial cds",10330,1,386,97.41,100.0,97.41,100.0,141.11,10326.55,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|GQ452774.1 Uncultured microorganism clone ERB_2_H8 NifH (nifH) gene, partial cds",4114,1,422,95.97,100.0,95.97,100.0,69.05,4110.22,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
155900|GQ878569.1 Uncultured organism clone VC1BZ92TR genomic sequence,504,2,833,35.41,35.41,100.0,282.37,2.52,496.59,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"152507|GQ472828.1 Uncultured actinobacterium clone d37 16S ribosomal RNA gene, partial sequence",2758,3,1154,65.51,65.86,99.47,151.84,10.79,2747.69,1e-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"77133|AB525445.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: UT06_10_52B_25",1094,4,1457,25.33,25.53,99.19,391.67,4.12,1081.03,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB525448.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: UT06_10_52B_28",1652,4,1489,33.04,33.24,99.39,300.81,5.44,1638.72,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB525454.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: UT06_10_52B_40",1862,4,1425,62.18,62.32,99.77,160.47,8.16,1849.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|AB525497.1 Uncultured archaeon mcrA gene for methyl coenzyme M reductase alpha subunit, partial cds, clone: UT06_PC10_1mcr46",886,1,439,80.41,82.46,97.51,121.27,10.38,882.08,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB525461.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: UT06_10_52B_50",1512,4,1516,39.71,39.91,99.5,250.58,4.85,1498.48,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|GQ994353.1 Uncultured archaeon clone MD3052Z23 16S ribosomal RNA gene, partial sequence",1102,2,934,38.44,38.65,99.45,258.73,5.31,1093.67,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"34034|FJ912596.1 Uncultured delta proteobacterium clone H32D07cA 16S ribosomal RNA gene, partial sequence",518,2,730,40.55,41.1,98.67,243.33,3.7,511.5,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"115547|FP565147.1 uncultured archaeon ANME-1, unordered contigs",447582252,1070,3398838,73.67,76.87,95.84,130.09,875.35,447579041.02,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|GU182110.1 Uncultured archaeon clone ANME-1-mcrA-JdF-a-basalt methyl coenzyme M reductase alpha subunit (mcrA) gene, partial cds",4566,1,479,93.53,97.29,96.14,102.79,41.28,4561.71,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|FM868231.1 Uncultured bacterium partial 16S rRNA gene, clone HA5-SRB-c091",404,1,571,50.96,52.54,97.0,190.33,3.68,398.92,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"6238|XM_002643045.1 Caenorhabditis briggsae Hypothetical protein CBG23014 (CBG23014) mRNA, complete cds",464,1,489,38.24,43.56,87.79,229.58,1.82,459.64,1e-26,6236,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,,,
"86473|FJ497533.1 Uncultured gamma proteobacterium clone VS_CL-281 16S ribosomal RNA gene, partial sequence",756,4,1485,36.3,36.57,99.26,273.48,2.31,742.81,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"77133|GU219676.1 Uncultured bacterium clone Pal1-55 16S ribosomal RNA gene, partial sequence",490,1,400,53.5,54.75,97.72,182.65,5.25,486.43,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AM404407.1 Uncultured archaeon partial 16S rRNA gene, clone GoM_SMBush4593_Arch47",1732,4,1358,60.24,60.24,100.0,166.01,5.74,1719.88,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|AM889163.1 Uncultured bacterium partial 16S rRNA gene, clone 1'C39",772,4,1499,28.15,29.55,95.26,338.37,1.98,758.69,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"152509|FN421307.1 Uncultured Bacteriodetes bacterium partial 16S rRNA gene, clone GoM156_Bac116",512,2,716,41.9,41.9,100.0,238.67,3.35,505.63,1e-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"34034|FN421322.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM156_Bac115",1232,4,1518,51.52,51.52,100.0,194.12,3.68,1218.48,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|FN421323.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM156_Bac75",10268,4,1521,28.01,28.01,100.0,357.04,26.86,10254.39,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|FN429800.1 Uncultured bacterium partial 16S rRNA gene, clone ANTXXIII_706-4_Bac1",2816,4,1405,75.94,77.15,98.43,129.61,10.83,2803.45,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"34034|AM404377.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM_SMBush4593_Bac37",13906,4,1522,94.42,94.42,100.0,105.92,40.49,13892.38,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|AM229187.1 Uncultured bacterium partial 16S rRNA gene, clone HydGH-Bac134JQ580250.1 Uncultured delta proteobacterium clone RII-TR017 16S ribosomal RNA gene, partial sequence",1548,4,1521,40.17,40.37,99.51,247.72,4.86,1534.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AM229189.1 Uncultured bacterium partial 16S rRNA gene, clone HydGH-Bac18",5000,4,1524,36.55,36.55,100.0,273.61,13.95,4986.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AM229204.1 Uncultured bacterium partial 16S rRNA gene, clone HydGC-83-130B",70068,4,1526,99.93,100.0,99.93,100.0,218.62,70054.34,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AM229208.1 Uncultured bacterium partial 16S rRNA gene, clone HydGC-84-186B",16174,4,1521,62.66,62.79,99.79,159.27,48.28,16160.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"114243|AM229226.1 Uncultured euryarchaeote partial 16S rRNA gene, clone HydGH40-Arch247",1588,4,1353,26.46,26.53,99.72,376.88,5.98,1575.93,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM229234.1 Uncultured euryarchaeote partial 16S rRNA gene, clone HydGC-84-548A",1408,4,1351,30.42,30.42,100.0,328.71,5.11,1395.95,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM229248.1 Uncultured euryarchaeote partial 16S rRNA gene, clone HydGC-83-611A",1072,4,1344,36.38,36.53,99.59,273.73,4.17,1060.03,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM229249.1 Uncultured euryarchaeote partial 16S rRNA gene, clone HydGC-83-630AHQ003699.1 Uncultured Thermoplasmata archaeon clone A3R 16S ribosomal RNA gene, partial sequence",892,4,1343,53.24,53.31,99.86,187.57,3.18,880.05,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM229258.1 Uncultured euryarchaeote partial 16S rRNA gene, clone HydGC-84-267A",91676,4,1358,98.6,98.9,99.7,101.12,323.18,91663.85,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"77133|GU302496.1 Uncultured bacterium clone MatB12bac48 16S ribosomal RNA, partial sequence",20654,4,1510,87.55,88.21,99.25,113.36,63.78,20640.49,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU302498.1 Uncultured bacterium clone MatB0mcr102 methyl coenzyme M reductase alpha subunit (mcrA) mRNA, partial cds",1176,1,569,67.14,67.31,99.74,148.56,7.76,1170.92,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU302499.1 Uncultured bacterium clone MatB0mcr144 methyl coenzyme M reductase alpha subunit (mcrA) mRNA, partial cds",382,2,706,41.64,42.49,98.0,235.33,2.12,375.73,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU302503.1 Uncultured bacterium clone Edge0mcr23 methyl coenzyme M reductase alpha subunit (mcrA) mRNA, partial cds",736,2,748,39.97,40.11,99.67,249.33,3.21,729.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU302504.1 Uncultured bacterium clone Edge0mcr34 methyl coenzyme M reductase alpha subunit (mcrA) mRNA, partial cds",454,2,742,29.65,29.78,99.55,335.75,2.43,447.4,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363015.1 Uncultured bacterium clone BD72BR36 16S ribosomal RNA gene, partial sequence",1492,4,1432,69.2,69.55,99.5,143.78,5.86,1479.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"712459|GU409578.1 Prevotella sp. oral taxon 304 clone WWP_P4PB_85 16S ribosomal RNA gene, partial sequence",312,1,515,57.86,58.25,99.33,171.67,2.91,307.42,1e-26,712459,Bacteria,unk_k,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 304
"77133|GU475335.1 Uncultured bacterium clone DSH1B139 16S ribosomal RNA gene, partial sequence",426,2,757,66.97,67.37,99.41,148.43,2.3,419.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
130453|GU480450.1 Arachis duranensis clone BAC ADUR185P1 genomic sequence,147684,250,83992,41.1,43.41,94.68,230.35,11.31,146934.08,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130453|GU480451.1 Arachis duranensis isolate Ad-FIDEL-RT-1 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",678,2,938,40.83,41.26,98.97,242.38,2.88,669.65,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|GU480463.1 Arachis duranensis isolate Ad-FIDEL-RT-10 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",1328,3,1063,55.22,55.97,98.66,178.66,5.64,1318.52,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|GU480464.1 Arachis duranensis isolate Ad-FIDEL-RT-11 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",1936,3,1063,77.23,79.02,97.74,126.55,8.18,1926.51,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|GU480467.1 Arachis duranensis isolate Ad-FIDEL-RT-19 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",2000,2,926,88.88,91.14,97.51,109.72,11.84,1991.73,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|GU480473.1 Arachis duranensis isolate Ad-FIDEL-RT-18 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",670,3,1062,61.58,65.07,94.65,153.69,5.08,660.55,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"3818|GU480478.1 Arachis hypogaea isolate Ah-FIDEL-RT-1 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",1342,2,938,56.08,57.57,97.41,173.7,8.32,1333.63,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"3818|GU480486.1 Arachis hypogaea isolate Ah-FIDEL-RT-11 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",1116,3,1063,46.28,47.04,98.4,212.6,5.0,1106.52,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"3818|GU480489.1 Arachis hypogaea isolate Ah-FIDEL-RT-12 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",686,2,938,39.13,41.58,94.1,240.51,4.99,677.65,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"3818|GU480493.1 Arachis hypogaea isolate Ah-FIDEL-RT-19 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",552,2,938,41.68,42.32,98.49,236.27,2.87,543.66,1e-26,3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
"3818|GU480498.1 Arachis hypogaea isolate Ah-FIDEL-RT-24 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",526,2,997,44.23,46.44,95.25,215.33,3.31,517.14,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"3818|GU480501.1 Arachis hypogaea isolate Ah-FIDEL-RT-20 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",1440,3,1061,65.79,68.05,96.68,146.95,6.84,1430.53,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"3818|GU480503.1 Arachis hypogaea isolate Ah-FIDEL-RT-3 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",2448,3,1063,66.23,69.33,95.52,144.23,14.67,2438.5,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130454|GU480510.1 Arachis ipaensis isolate Ai-FIDEL-RT-15 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",2110,2,943,63.52,65.11,97.56,153.58,13.21,2101.57,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130454|GU480512.1 Arachis ipaensis isolate Ai-FIDEL-RT-2 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",930,3,1063,52.59,55.03,95.56,181.71,4.87,920.53,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130454|GU480518.1 Arachis ipaensis isolate Ai-FIDEL-RT-11 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",642,3,1063,42.43,44.97,94.35,222.38,4.8,632.55,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130454|GU480520.1 Arachis ipaensis isolate Ai-FIDEL-RT-20 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",1536,2,939,79.45,81.26,97.77,123.07,9.21,1527.62,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130454|GU480521.1 Arachis ipaensis isolate Ai-FIDEL-RT-21 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",3686,2,939,90.2,91.91,98.15,108.81,22.6,3677.6,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130454|GU480524.1 Arachis ipaensis isolate Ai-FIDEL-RT-28 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",872,3,1062,66.57,69.21,96.19,144.49,4.68,862.54,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130454|GU480525.1 Arachis ipaensis isolate Ai-FIDEL-RT-27 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",776,3,1061,41.19,42.04,97.98,237.89,3.39,766.55,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130454|GU480528.1 Arachis ipaensis isolate Ai-FIDEL-RT-25 retrotransposon FIDEL reverse transcriptase pseudogene, complete sequence",690,3,1062,64.03,67.51,94.84,148.12,4.32,680.55,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"77133|GU566972.1 Uncultured bacterium clone tb151 16S ribosomal RNA gene, partial sequence",528,2,688,66.72,67.73,98.5,147.64,4.36,521.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU923669.1 Uncultured bacterium clone F5K2Q4C04JKIJY 23S ribosomal RNA gene, partial sequence",560,1,458,53.49,55.02,97.22,181.75,8.2,555.91,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU923722.1 Uncultured bacterium clone F5K2Q4C04I02JZ 23S ribosomal RNA gene, partial sequence",266,1,437,63.16,68.65,92.0,145.67,4.81,262.11,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU923981.1 Uncultured bacterium clone F5K2Q4C04I2CF0 23S ribosomal RNA gene, partial sequence",440,1,441,63.49,66.21,95.89,151.03,6.74,436.07,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU924312.1 Uncultured bacterium clone F5K2Q4C04IEQ8G 23S ribosomal RNA gene, partial sequence",294,1,532,54.14,56.39,96.0,177.33,3.95,289.27,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU925939.1 Uncultured bacterium clone F5K2Q4C04IDMZC 23S ribosomal RNA gene, partial sequence",682,1,448,66.29,66.96,99.0,149.33,7.37,678.0,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ800262.1 Uncultured bacterium clone 4 2B 19 16S ribosomal RNA gene, partial sequence",1400,2,848,83.61,83.84,99.72,119.27,8.73,1392.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ800268.1 Uncultured bacterium clone 4 2B 28 16S ribosomal RNA gene, partial sequence",976,2,926,65.66,66.85,98.22,149.6,5.75,967.74,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|GU810089.1 Uncultured microorganism clone JdF_PC1B formyl tetrahydrofolate synthetase (fhs) gene, partial cds",2120,3,1126,64.12,69.8,91.86,143.26,16.83,2109.94,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GU810124.1 Uncultured microorganism clone JdF_NC2F formyl tetrahydrofolate synthetase (fhs) gene, partial cds",438,1,521,79.85,81.57,97.88,122.59,4.95,433.36,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|GQ477542.1 Uncultured microorganism clone D11 nif operon, partial sequence",9500,9,3074,62.07,66.82,92.89,149.66,22.2,9472.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|GQ477544.1 Uncultured microorganism clone Q3 nif operon, partial sequence",14128,9,3081,69.75,74.03,94.21,135.07,31.36,14100.45,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
9606|GU267015.1 Homo sapiens contig freeze2_12462 genomic sequence,562,2,787,29.35,29.48,99.57,339.22,2.44,554.99,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
9606|GU267019.1 Homo sapiens contig freeze2_12509 genomic sequence,2028,3,1275,47.76,48.55,98.38,205.98,7.36,2016.62,1e-26,9605,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,
"77133|GU983544.1 Uncultured bacterium clone EP2005-03c28 16S ribosomal RNA gene, partial sequence",312,1,560,44.64,44.82,99.6,223.11,2.14,307.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|GU989582.1 Uncultured archaeon clone Nye-8_10-mcrF01 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",1260,2,769,59.04,60.21,98.06,166.09,5.05,1253.13,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"9606|FN674044.1 Homo sapiens nuclear sequence of mitochondrial origin, RHNumts HSA_NumtS_566",816,2,847,35.42,35.42,100.0,282.33,4.25,808.45,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
"153939|HM004732.1 Uncultured sulfate-reducing bacterium clone Nye-0_2-dsrC05 dissimilatory sulfite reductase beta subunit-like (dsrb) gene, partial sequence",2168,2,797,56.09,60.48,92.74,165.35,23.93,2160.88,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"153939|HM004742.1 Uncultured sulfate-reducing bacterium clone Nye-0_2-dsrE07 dissimilatory sulfite reductase beta subunit-like (dsrb) gene, partial sequence",1552,2,797,89.71,93.6,95.84,106.84,11.64,1544.88,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"153939|HM004743.1 Uncultured sulfate-reducing bacterium clone Nye-0_2-dsrE08 dissimilatory sulfite reductase beta subunit-like (dsrb) gene, partial sequence",10356,2,797,92.35,97.37,94.85,102.71,106.73,10348.87,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|HM004832.1 Uncultured archaeon clone NapMat-2_4-mcrB02 methyl coenzyme M reductase subunit A-like (mcrA) gene, partial sequence",1778,2,763,55.18,55.7,99.06,179.53,11.21,1771.18,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM004894.1 Uncultured archaeon clone NapMat-8_10-mcrG05 methyl coenzyme M reductase subunit A-like (mcrA) gene, partial sequence",29912,2,763,83.09,84.4,98.45,118.48,150.45,29905.17,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM004902.1 Uncultured archaeon clone NapMat-8_10-mcrG03 methyl coenzyme M reductase subunit A-like (mcrA) gene, partial sequence",22998,2,764,87.57,88.61,98.82,112.85,126.62,22991.16,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|GQ156739.1 Uncultured bacterium clone 16slp100-3a01.w2k 16S ribosomal RNA gene, partial sequence",1112,4,1429,45.0,45.07,99.84,221.89,3.36,1099.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ813565.1 Uncultured bacterium clone GoC_Bac_87_D0_C1_M0 16S ribosomal RNA gene, partial sequence",810,4,1520,39.14,39.34,99.5,254.18,2.37,796.5,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
10116|FQ228983.1 Rattus norvegicus TL0ADA4YP07 mRNA sequence,142,0,153,98.04,100.0,98.04,100.0,4.65,140.64,1e-26,10114,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,
"77133|HM195162.1 Uncultured bacterium clone D5-63 16S ribosomal RNA gene, partial sequence",576,2,895,39.33,41.34,95.14,241.89,5.03,568.04,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|GU553628.1 Uncultured archaeon clone ORI-860-27-P_S101-103_272A04 16S ribosomal RNA gene, partial sequence",35134,4,1413,71.76,71.9,99.8,139.07,113.96,35121.35,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|GU553633.1 Uncultured archaeon clone ORI-860-27-P_S101-103_272A09 16S ribosomal RNA gene, partial sequence",1084,4,1411,34.02,34.37,98.97,290.93,3.75,1071.43,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|GU553684.1 Uncultured bacterium clone ORI-860-18-P_S281-283_185B08 16S ribosomal RNA gene, partial sequence",1280,4,1463,62.2,62.41,99.67,160.24,4.3,1266.96,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
